LessonNum	QuestionNum	Question	Answer1	Answer2	Answer3	Answer4	Answer5	Answer6	Correct	CB	CDT	MB	MDT
64	5	The tunnel system was built to serve the	entire city	homes on the edge of the city	downtown buildings	None of the above			3	1	2002-07-05 18:10:31	1	2002-07-05 18:10:31
64	6	When the coal-hauling business slowed down, the tunnel system	was no longer used	began carrying freight	switched to gas	The story does not tell us			1	1	2002-07-05 18:11:24	1	2002-07-05 18:11:24
64	7	The story says that the city of Chicago would like to	sell the tunnels	find a use for the tunnels	install electricity in the tunnels	fill up the tunnels			2	1	2002-07-05 18:12:06	1	2002-11-05 08:42:56
65	1	In one year the arctic tern travels about	10 miles	75 miles	22,000 miles	44,000 miles			3	1	2002-07-06 11:49:42	1	2002-07-06 11:49:42
65	2	The tern nests in	the Arctic	the Antarctic	South America	Europe			1	1	2002-07-06 11:50:18	1	2002-07-06 11:50:18
65	3	The arctic tern starts south early in the	summer	fall	winter	spring			2	1	2002-07-06 11:50:50	1	2002-11-05 19:31:01
65	4	On its trip the bird flies along the western shores of	North America	Europe	Africa	Both B and C			4	1	2002-07-06 11:51:26	1	2002-07-06 11:51:26
65	5	During its journey the tern pauses for a rest in	the Antarctic	the Arctic	Africa	South America			1	1	2002-07-06 11:51:57	1	2002-07-06 11:51:57
65	6	The duration of this rest is	several months	several years	only a short time	The story does not tell us			3	1	2002-07-06 11:52:26	1	2002-07-06 11:52:26
65	7	In one day the tern flies about	10 miles	75 miles	200 miles	22,000 miles			2	1	2002-07-06 11:52:55	1	2002-07-06 11:52:55
66	1	In old stories, dragons are pictured as	having large claws	breathing fire	having wings	All of the above			4	1	2002-07-06 11:56:41	1	2002-07-06 11:56:41
66	2	The animal called a dragon today is a	snake	lizard	bird	butterfly			2	1	2002-07-06 11:57:03	1	2002-07-06 11:57:03
66	3	Today's dragon is found in	the East Indies	southern Asia	Africa	Both A and B			4	1	2002-07-06 11:57:25	1	2002-07-06 11:57:25
66	4	This animal is called a dragon because it	has huge claws	has wide wings	breathes fire	scares people			2	1	2002-07-06 11:57:53	1	2002-07-06 11:57:53
66	5	The story says that the dragon	is shy	eats insects	has a long tail	All of the above			4	1	2002-07-06 11:58:16	1	2002-07-06 11:58:16
66	6	The dragon's wings help it to	fly	glide	swim	run			2	1	2002-07-06 11:58:35	1	2002-11-05 08:43:19
66	7	The story says that the dragon is often mistaken for	a snake	an old-time dragon	a butterfly	a flying fish			3	1	2002-07-06 11:59:05	1	2002-07-06 11:59:05
67	1	Cars are described as	often sounding alike	sounding alike when of the same make	never sounding exactly alike	sounding like submarines			3	1	2002-07-10 14:23:41	1	2002-07-10 14:23:41
67	2	Noise signatures of submarines differ from those of cars in being	alike	distinctive	simpler	more complex			4	1	2002-07-10 14:24:11	1	2002-07-10 14:24:11
67	3	Submarine machinery the author mentions includes	pumps	hydraulic systems	air-conditioning systems	All of the above			4	1	2002-07-10 14:24:41	1	2002-07-10 14:24:41
67	4	The author cites other noises coming from	a refrigerator	the missile-launching equipment	a submarine's periscope	All of the above			1	1	2002-07-10 14:25:33	1	2002-07-10 14:25:33
67	5	The author's example of a noise-detecting device is one carried aboard	a patrol boat	a helicopter	an antisubmarine cruiser	a submarine			2	1	2002-07-10 14:26:19	1	2002-07-10 14:26:19
67	6	The author does <i>not</i> tell	how this device is used	what its range is	how it is taken aboard again	whether it records sounds			4	1	2002-07-10 14:26:58	1	2002-11-05 19:31:01
67	7	Implied but not stated	The largest collection of fingerprints in Great Britain is at Scotland Yard.	Noise signatures are as distinctive as fingerprints	In a collection of noise signatures, names of submarines are recorded with their sounds.	It is improbable that the Royal Navy collects signatures other than those of British ships.			3	1	2002-07-10 14:30:01	1	2002-11-05 19:31:01
67	8	The main purpose of submarine detection is to	keep track of possible sources of danger	control underwater sources of pollution	build up an international register of submarine noises	decide when to launch missiles			1	1	2002-07-10 14:31:11	1	2002-07-10 14:31:11
68	1	The incident described took place	in Germany	in Norway	on the North Sea	Both B and C			4	1	2002-07-10 15:21:04	1	2002-07-10 15:21:04
68	2	The author's main purpose was to illustrate the	courage of the Norwegians	cruelty of war	complications of language	difficulty of escaping from an occupied country			3	1	2002-07-10 15:21:49	1	2002-07-10 15:26:16
68	3	Corie made his way to the coast in order to	remain in hiding	escape by boat	go fishing	rescue two British soldiers			2	1	2002-07-10 15:22:24	1	2002-07-10 15:22:24
68	4	The situation was strange in that both the patrol leader and Corie could	speak Norwegian	understand only German	speak only English	None of the above			4	1	2002-07-10 15:23:06	1	2002-11-05 19:31:01
68	5	The Germans allowed Corie to proceed because	his English was good	he could not speak German	they could not understand Norwegian	None of the above			4	1	2002-07-10 15:23:44	1	2002-07-10 15:23:44
68	6	The officers of the British destroyer were pleased because Corie	brought them useful information	had rescued two British soldiers	was an old friend	could act as an intelligence agent			2	1	2002-07-10 15:24:28	1	2002-07-10 15:24:28
68	7	Corie refused another helping because	he was full	he wanted to be polite	his English was limited	he was seasick			1	1	2002-07-10 15:24:56	1	2002-07-10 15:24:56
68	8	To the English officers, the words <i>fed up</i> meant	stuffed with food	bored or disgusted	used to a diet	Both A and B			2	1	2002-07-10 15:25:40	1	2002-07-10 15:25:40
69	1	An exact answer to the opening question	has been known for years	has only recently been possible	was easily found	is impossible			2	1	2002-07-10 16:07:32	1	2002-07-10 16:07:32
69	2	The bony formations that indicate age are in the whale's	flukes	ears	mouth	lungs			3	1	2002-07-10 16:07:56	1	2002-07-10 16:13:06
69	3	The purpose of these formations is to	make movement easier	pick up underwater sounds	chew such foods as squid and fish	act as strainers for plankton			4	1	2002-07-10 16:08:32	1	2002-07-10 16:13:23
69	4	A year-by-year record appears in the arrangement of	the rows of baleen plates	fine ridges on the baleen plates	longitudinal sections of baleen	None of the above			2	1	2002-07-10 16:09:31	1	2002-07-10 16:13:37
69	5	The permanent record of a whale's life is found	in a waxy plug in the ear	in the bone forming the eardrum	around the external ear holes	only in the baleen plates			1	1	2002-07-10 16:10:12	1	2002-11-05 08:44:21
69	6	The article states that the layer added each year	is thicker than earlier layers	is always the same thickness	may wear away with time	None of the above			4	1	2002-07-10 16:11:00	1	2002-07-10 16:11:00
69	7	At present a whale's lifespan has been stated as	thirty years	forty years	fifty years	fifty-five years			3	1	2002-07-10 16:11:29	1	2002-07-10 16:11:29
69	8	Implied but not stated:	Small organisms in sea water are called plankton.	Scientists examined a horizontal section of wax.	The waxy plug has excellent sound-conducting properties.	Unlike the baleen plates, the waxy plug does not wear away with time.			4	1	2002-07-10 16:12:31	1	2002-11-05 19:31:01
70	1	When a wolf goes after big fish, he	starts the hunt in shallow water	wades upstream in a large channel	lies in wait in a narrow channel	crouches on the bank			2	1	2002-07-10 16:23:56	1	2002-07-10 16:23:56
70	2	As the wolf drives the pike ahead of him, he	moves silently	snaps at fish as they swim by	moves in great circles	None of the above			4	1	2002-07-10 16:24:47	1	2002-07-10 16:24:47
70	3	As the fish try to escape to open water, the wolf	stands in the way	plays a cat-and-mouse game with the fish	breaks the fish's back with one bite	Both A and C			4	1	2002-07-10 16:25:29	1	2002-07-10 16:25:29
70	4	Wolves catch suckers	when the suckers are young	when the fish are running upstream to spawn	when the streams are frozen	None of the above			2	1	2002-07-10 16:25:58	1	2002-07-10 16:25:58
70	5	When catching suckers, the wolf	lines in wait on a rock	uses the technique of a bear grubbing for ants	uses the technique of a salmon fisherman	holds his mouth open under water			1	1	2002-07-10 16:26:49	1	2002-07-10 16:26:49
70	6	Arctic sculpins are for the wolf a	special delicacy	major source of food	minor source of food	distraction from his main prey			3	1	2002-07-10 16:27:26	1	2002-07-10 16:27:26
70	7	A wolf catches arctic sculpins by	snapping them up as they bask in the sun	turning over the rocks that conceal them	breaking their backs with one chop	Both B and C			2	1	2002-07-10 16:28:31	1	2002-11-05 19:31:01
70	8	From this selection one might infer that the wolf	is a lazy hunter	does not like fish	is shrewd and resourceful	has a very small appetite			3	1	2002-07-10 16:29:10	1	2002-07-10 16:29:10
71	1	Pilatre de Rozier's flight took place in	France in the eighteenth century	Italy in the eighteenth century	Italy in the nineteenth century	France in the nineteenth century			1	1	2002-07-10 16:37:35	1	2002-11-05 19:31:01
71	2	Pilatre de Rozier's balloon was	a homemade linen one	manufactured from nylon	filled with hot air	Both A and C			4	1	2002-07-10 16:38:18	1	2002-07-10 16:38:18
71	3	In today's balloons, the gondola can carry	a qualified pilot	a passenger	an emergency motor	Both A and B			4	1	2002-07-10 16:38:53	1	2002-07-10 16:38:53
71	4	The air heated by the propane gas burner	is heavier than propane gas	is colder than the outside air	rises into the balloon	controls the levers			3	1	2002-07-10 16:39:45	1	2002-07-10 16:39:45
71	5	Implied but not stated:	When the hot air escapes, the balloon descends.	The air in the balloon is lighter than that outside.	The air outside the balloon is warmer than that inside.	Air expands when it is heated.			2	1	2002-07-10 16:40:35	1	2002-11-05 19:31:01
71	6	Levers in the balloon control the	propane gas burner	amount of hot air produced	escape of the hot air	All of the above			4	1	2002-07-10 16:41:09	1	2002-07-10 16:41:09
71	7	Compared to the first balloon flight, today's flights are	longer	shorter	of about the same duration	The article does not say.			4	1	2002-07-10 16:41:53	1	2002-07-10 16:41:53
71	8	The pilot cannot control the	ascent of the balloon	descent of the balloon	direction of his flight	altitude of the balloon			3	1	2002-07-10 16:42:30	1	2002-07-10 16:42:30
72	1	The Northern Games have taken place every year for the past	fifty years	ten years	two years	The article does not say			4	1	2002-07-10 16:53:24	1	2002-07-10 16:53:24
72	2	The games take place	at Anchorage, Alaska	at Inuvik, Canada	on the shores of the Arctic Ocean	None of the above			2	1	2002-07-10 16:54:03	1	2002-07-10 16:54:03
72	3	The women's events include	making bannock and melting blubber	skinning seals and making fires	boiling tea and throwing harpoons	sewing and weaving			2	1	2002-07-10 16:54:47	1	2002-07-10 16:58:48
72	4	The women's contests are mainly trials of	sporting skills	dancing and singing	everyday skills	aerial stunts			3	1	2002-07-10 16:55:16	1	2002-07-10 16:55:16
72	5	In the blanket toss, contestants were tossed	20 feet by 50 men	50 feet by 20 men	an unknown height	None of the above			2	1	2002-07-10 16:55:56	1	2002-07-10 16:55:56
72	6	In the new-games contest, the skydiver	missed his target by 4 feet	dented a car roof	tried to land in a sealskin blanket	All of the above			4	1	2002-07-10 16:56:28	1	2002-07-10 16:56:28
72	7	Implied but not stated:	The people of the North enjoy the opportunity to meet others.	Most of the contestants are Indians and Eskimos.	The contestants practice for months for the games.	There are very few spectators at the games.			1	1	2002-07-10 16:57:21	1	2002-11-05 08:45:01
72	8	The author states that people come to the games	by dogsled and on foot	by plane and boat	by swamp buggy and jeep	All of the above			2	1	2002-07-10 16:58:15	1	2002-07-10 16:58:15
73	1	The article states the yearly discharge of oil into the sea is	a million tons	ten million tons	a billion tons	None of the above			1	1	2002-07-10 17:06:13	1	2002-10-19 16:17:37
73	2	Implied but not stated:	Straw absorbs six times its weight in oil.	Flamethrowers burn oil off.	Oil floats on the surface of the sea.	All ships carry supplies of straw and flamethrowers.			3	1	2002-07-10 17:07:02	1	2002-07-10 17:07:02
73	3	Sand, talc, and chalk act in the same way by	absorbing ten times their weight in oil	forming a layer on the surface	making the oil sink	destroying the oil by chemical reaction			3	1	2002-07-10 17:07:50	1	2002-10-19 16:12:08
73	4	According to the article, chemical remedies must be carefully chosen because they	are the most expensive remedies	may result in poisonous mixtures	are harder to collect than oil-soaked straw	add harmful microbes to the sea			2	1	2002-07-10 17:08:38	1	2002-07-10 17:08:38
73	5	The example proving the need of careful choice is the	collision of two tankers in the English Channel	blowing of an oil well in the Gulf of Mexico	sinking of a tanker in the North Sea	grounding of a tanker off Cornwall			4	1	2002-07-10 17:09:31	1	2002-07-10 17:09:31
73	6	The last paragraph suggests that the cause of oil contamination on many beaches is	careless handling of oil wastes by ships	spillage by oil by submarines	collisions of tankers with other ships	strong winds driving oil slicks ashore			1	1	2002-07-10 17:10:26	1	2002-07-10 17:10:26
73	7	Those responsible for this contamination are	easily traced	easily proved to be the culprits	hard to find	Both A and B			3	1	2002-07-10 17:11:02	1	2002-07-10 17:11:02
73	8	The article states that the source of an oil spill may be traced by	registering all tankers	keeping a list of all known culprits	gathering samples of oil from every continent	matching oils by a process of electronic analysis			4	1	2002-07-10 17:11:54	1	2002-07-10 17:13:28
74	1	Implied but not stated: At Havre de Grace	very few people expected the ringer to win the race	the ringer won the race by five lengths	there were several ringers running	Barrie and his friends made more than a million dollars			1	1	2002-07-10 17:44:19	1	2002-07-10 17:44:19
74	2	Every dollar bet on Barrie's ringer paid	twenty-five dollars	fifty dollars	fifty-two dollars	fifty-five dollars			3	1	2002-07-10 17:44:49	1	2002-07-10 17:44:49
74	3	The purpose of the Pinkerton system was to	find out how many racehorses there were	stop the dishonest practice of ringing	prove that nighteyes are like fingerprints	stop betting at the racetracks			2	1	2002-07-10 17:45:35	1	2002-07-10 17:45:35
74	4	The description of the racehorse includes	color markings	disposition	other characteristics	All of the above			4	1	2002-07-10 17:46:02	1	2002-07-10 17:46:02
74	5	The number assigned to the horse is tattooed	on the inner upper lip	on the inner lower lip	behind the left ear	None of the Above			1	1	2002-07-10 17:46:33	1	2002-07-10 17:46:33
74	6	Like fingerprints, the horse's nighteyes	show ridges	never change	Both A and B	Neither A nor B			3	1	2002-07-10 17:47:06	1	2002-07-10 17:47:06
377	5	The purpose of the last paragraph is to	prove the theory that has been expounded	apply the information that has been given	review the arguments that have been presented	qualify the statements that have been made			2	1	2002-11-06 08:36:47	1	2003-02-24 14:07:11
377	6	You should avoid sports totally unsuitable for you because you may	become discouraged by your lack of success	injure yourself while engaging in them	Neither A nor B	Both A and B			4	1	2002-11-06 08:36:47	1	2003-02-24 14:07:11
377	7	A basic difference between golf and tennis is that golf	involves the use of a ball	may be played indoors or outdoors	does not require such fast movement	is a vigorous team sport			3	1	2002-11-06 08:36:47	1	2003-02-24 14:07:11
377	8	The author implies but does not state that	swimming is a good sport for an endomorphic person 	ectomorphic individuals make excellent football players	almost anyone can be successful in some sport	personality may be related to body type			3	1	2002-11-06 08:36:47	1	2003-02-24 14:07:11
378	1	The first paragraph suggests that some ham radio operators	heard the <i>Ra's</i>  signals unexpectedly	had been asked to follow Heyerdahl's progress	always listened at the 14324 kHz frequency	Both B and C			1	1	2002-11-06 08:36:47	1	2003-02-25 22:05:46
378	2	Listening hams identified the station's nationality by the	type of Morse code used	language spoken 	accent of the speaker	call letters			4	1	2002-11-06 08:36:48	1	2003-02-24 14:14:32
378	3	From the reaction of many hams to the message, we can conclude that	Norwegians are known as poor sailors	Morocco is in northern Africa	the Lesser Antilles are far from Norway	<i>Ra 2</i> should have been nearer America			3	1	2002-11-06 08:36:48	1	2003-02-25 22:05:25
378	4	The Heyerdahl expedition was on its way from	the Atlantic to the Pacific	Africa to America	Russia lo Alaska	Norway lo the Lesser Antilles			2	1	2002-11-06 08:36:48	1	2003-02-24 14:14:32
378	5	Most anthropologists disagree with Heyerdahl about the	material from which explorers' rafts were made	time when Columbus First reached America	location of early trade routes	identity of Central and South America's first settlers			4	1	2002-11-06 08:36:48	1	2003-02-24 14:14:32
378	6	Heyerdahl &quot;felt his theory would be supported by the	participation of hams all over the world	findings of Russian scientists	successful voyage of <i>Ra 2</i>	abundant supply of Moroccan papyrus			3	1	2002-11-06 08:36:48	1	2003-02-24 14:17:20
378	7	Compared with the raft, the ham radio equipment must have seemed very	modern	large	attractive	impractical			1	1	2002-11-06 08:36:48	1	2003-02-24 14:14:32
378	8	The author didn't tell	what year the <i>Ra 2</i> expedition took place	why Heyerdahl wanted the ham station on board	how listeners felt about the expedition's broadcasts	whether rescue operations were ever carried out			4	1	2002-11-06 08:36:48	1	2003-02-24 14:17:45
379	1	Space voyages so far have provided sensory stimulation for astronauts by their	ample activity	visual and auditory contact with Earth	weightlessness	Both A and B			4	1	2002-11-06 08:36:48	1	2003-02-24 14:19:51
379	2	The symptoms of sensory deprivation that concern researchers are largely	emotional	physical	psychological	Both A and B 			3	1	2002-11-06 08:36:48	1	2003-02-24 14:19:51
379	3	The experiment with the board was meant to study the effect of prolonged	weightlessness	visual deprivation	auditory deprivation	tactile deprivation			1	1	2002-11-06 08:36:48	1	2003-02-24 14:19:51
379	4	One subject was released from this experiment because	his body ached	he suffered from hallucinations	he lost all sense of lime and space	None of the above			3	1	2002-11-06 08:36:48	1	2003-02-24 14:19:51
379	5	Other experiments have tested the effects of removing all stimuli for	sight	hearing	touch	All of the above			4	1	2002-11-06 08:36:48	1	2003-02-24 14:19:51
379	6	These experiments differed from that with the board in that	they became intolerable for most subjects after a few days	some subjects had hallucinations	Both A and B	Neither A nor B			3	1	2002-11-06 08:36:48	1	2003-02-24 14:19:51
379	7	The article states that this research has revealed the need for	stimuli to feed the human mind .	suitable exercises for the human body during weightless periods	suitable tests to discover those who would suffer from weightlessness	more research on the nature of consciousness			1	1	2002-11-06 08:36:48	1	2003-02-24 14:19:51
379	8	Implied but not stated:	People have benefited from aerospace research on methods of removing dust from the enclosed atmosphere of a space capsule.	Research on the nature of consciousness may  help in treating the mentally ill.	Four men were strapped to a board.	A person suffering from hallucinations sees imaginary things and hears imaginary sounds.			2	1	2002-11-06 08:36:48	1	2003-02-25 22:06:27
380	1	The Plimsoll mark originated in	Belgium	France	Britain	Canada			3	1	2002-11-06 08:36:48	1	2003-02-25 22:07:34
380	2	Before Plimsoll began his campaign, ships were	not inspected before sailing       	frequently overloaded                  	often in bad condition           	All of the above                       			4	1	2002-11-06 08:36:49	1	2003-02-24 14:30:21
380	3	The article implies that prior to 1870	many ships were lost at sea	miracles happened every day	ships carried only grain and lumber	shipowners were greedy for quick profits			1	1	2002-11-06 08:36:49	1	2003-02-24 14:30:21
380	4	Plimsoll began his campaign by	organizing sailors into a union	arguing with shipowners in public debates	introducing a bill in Parliament	designing a safety symbol			3	1	2002-11-06 08:36:49	1	2003-02-24 14:30:21
380	5	Plimsoll's campaign was not successful at First, probably because it was	lacking in public support	badly handled	too costly	foolish and unnecessary			1	1	2002-11-06 08:36:49	1	2003-02-24 14:30:22
380	6	Proof that Plimsoll's concern was justified came in	1870	1876	1890	1900			2	1	2002-11-06 08:36:49	1	2003-02-24 14:30:22
380	7	The account says that when the Board of Trade declared many ships unfit to travel, the result was that	shipowners suffered heavy losses	seamen gave Plimsoll an honorary award	many people became angry	None of the above			4	1	2002-11-06 08:36:49	1	2003-04-02 14:01:09
380	8	The Plimsoll mark	shows the safety-load line	appears on all ships	prevents dangerous overloading	All of the above			4	1	2002-11-06 08:36:49	1	2003-02-24 14:30:22
381	1	The dog has always been noted for	protecting children	assisting shepherds	helping hunters	hording cattle 			1	1	2002-11-06 08:36:49	1	2003-02-24 15:00:18
381	2	The dog is useful to herders because he is     	loyal	easily trained                        	hardworking                             	All of the above                         			4	1	2002-11-06 08:36:49	1	2003-02-24 15:00:18
381	3	In the polar regions, the dog mainly	carried supplies	provided companionship	tracked prey	herded caribou			1	1	2002-11-06 08:36:49	1	2003-02-24 15:00:18
381	4	The dog probably whines in the presence of death because he can	see ghosts and spirits	give warning of danger	sense unhappiness around him	perform astonishing feats			3	1	2002-11-06 08:36:49	1	2003-02-24 15:00:18
381	5	The dog's senses of hearing and smell are	supernatural	superior to man's	inferior to man's	the same as man's			2	1	2002-11-06 08:36:49	1	2003-02-24 15:00:18
381	6	Dogs are similar to human beings in	size	structure	temperament	appearance			2	1	2002-11-06 08:36:49	1	2003-02-24 15:00:18
381	7	The dog has been of most value to man in the development of	a treatment for rabies	open-heart surgery	a cure for distemper	All of the above			2	1	2002-11-06 08:36:49	1	2003-02-24 15:00:18
381	8	The article does not say whether the scientists' experiments with dogs have	benefited animals other than dogs	served man	helped other dogs	contributed to medical knowledge			1	1	2002-11-06 08:36:49	1	2003-02-24 15:00:18
382	1	A termitarium is	a structure of cemented wood particles	a maze of chambers and passageways	the home of two million termites	All of the above   			4	1	2002-11-06 08:36:49	1	2003-02-24 15:29:17
382	2	A termitarium may be	twenty feet high	thousands of termite stories high	Both A and B	Neither A nor B			3	1	2002-11-06 08:36:49	1	2003-02-24 15:29:17
382	3	The duties of the king and queen include	governing the colony	reproducing their kind	Both A and B	Neither A nor B			2	1	2002-11-06 08:36:49	1	2003-02-24 15:29:17
382	4	The duties of the soldiers include	guarding the monarchs	raiding other colonies	defending the surrounding territory	All of the above			1	1	2002-11-06 08:36:49	1	2003-02-24 15:29:17
382	5	The duties of the workers include	building the termitarium	feeding the young	carrying off wastes	All of the above			4	1	2002-11-06 08:36:49	1	2003-02-25 22:08:30
382	6	The termites place their homes	like tombstones	pointing to the North Pole	pointing 5 degrees off north	pointing to magnetic north			4	1	2002-11-06 08:36:49	1	2003-02-24 15:30:32
382	7	The termites position their homes	by instinct	by habit	at random	The story does not say.			4	1	2002-11-06 08:36:49	1	2003-02-24 15:29:17
382	8	The most surprising feature of the termite skyscrapers is their	size	position	function	structure			2	1	2002-11-06 08:36:49	1	2003-02-24 15:29:17
383	1	The article states that mirages are possible in the presence of	layers of cold air on the ground	layers of air differing in density	eddies of cold air	layers of air moving at different speeds			2	1	2002-11-06 08:36:49	1	2003-02-24 15:33:23
383	2	Such conditions cause light waves to be	scattered along the ground	bent at an angle of 90 degrees 	refracted upward	altered in wavelengths			3	1	2002-11-06 08:36:49	1	2003-02-24 15:35:35
383	3	In the desert, the resulting mirage may be of	a lake	islands rising in blue water	castle turrets	Any of the above			4	1	2002-11-06 08:36:49	1	2003-02-24 15:33:23
383	4	An Australian desert not named in the article is	Gibson Desert	Simpson Desert	Great Sandy Desert	Tanami Desert			4	1	2002-11-06 08:36:49	1	2003-02-24 15:33:23
383	5	A mirage seen in the linked deserts is described as	a palm-fringed lagoon	an iceberg	the Fata Morgana	a ship			1	1	2002-11-06 08:36:49	1	2003-02-24 15:33:23
383	6	The author mentions early explorers in Australia to show	the realistic nature of the mirages	the hardships suffered by expeditions	their ignorance of the terrain	None of the above			1	1	2002-11-06 08:36:49	1	2003-02-25 22:09:28
383	7	According to the article, the watery shimmer on hot highways is due to the pavement's	refracting ultraviolet rays	reflecting the sun's rays	straightening light rays	absorbing moisture from the air			2	1	2002-11-06 08:36:49	1	2003-02-24 15:33:23
383	8	Implied but not stated:	Expeditions to the Antarctic have reported viewing mirages.	A layer of cooler and heavier air hangs in an eddy above the sand or pavement.	Mirages are physical illusions.	Heat is an essential factor in producing mirages over deserts and on highways.			4	1	2002-11-06 08:36:49	1	2003-02-24 15:33:23
384	1	Scientists use anechoic rooms for	measuring noise levels of steelworks	measuring blocks of feathers	testing sound-absorbing materials	testing electronic equipment			3	1	2002-11-06 08:36:49	1	2003-02-24 15:43:33
384	2	The writer implies that	untrained people could not stay long in anechoic rooms	performing experiments in anechoic rooms can be a frightening experience	architects make practical use of the information gathered by scientists 	scientists are not concerned with noise problems			1	1	2002-11-06 08:36:49	1	2003-02-24 15:43:33
384	3	Paragraph 2 mainly describes the methods used to	locate noise	reduce noise	produce noise	define noise			2	1	2002-11-06 08:36:49	1	2003-02-25 22:10:29
384	4	The baffles in this selection are made of	sound-absorbing materials placed in air vents	tiny holes punched in filters	woolen curtains hung over windows	thick carpets laid on floors			1	1	2002-11-06 08:36:49	1	2003-02-25 22:11:13
384	5	People suffer in anechoic rooms probably because	they are not allowed to move or speak	they are&quot; used to hearing noise around them	the greater air pressure hurts their ears	All of the above			2	1	2002-11-06 08:36:49	1	2003-02-24 15:43:33
384	6	The use of sound perfume proves that	scientists' inventions are rarely practical	architects are concerned with people as well as buildings	people are never happy with what they have	suffering in silence is a virtue			2	1	2002-11-06 08:36:49	1	2003-02-24 15:43:33
384	7	For most people complete silence can be	restful	disturbing	frightening	bearable			2	1	2002-11-06 08:36:49	1	2003-02-24 15:43:33
384	8	This article suggests that	loudspeakers are as important as soundproofing materials	anechoic rooms will be included in all new buildings	scientific devices are sometimes too successful	All of the above			3	1	2002-11-06 08:36:49	1	2003-02-24 15:43:34
385	1	Transitory pains should usually be	investigated	disregarded	referred	cultivated 			2	1	2002-11-06 08:36:50	1	2003-02-24 15:53:15
385	2	Unlike transitory pain, all chronic pain	should be investigated by a doctor	requires special care	is a symptom of heart disease	can be identified and treated			1	1	2002-11-06 08:36:50	1	2003-02-25 22:12:23
385	3	Angina pectoris would probably be classified as	continuous	unusual	imaginary	referred			2	1	2002-11-06 08:36:50	1	2003-02-24 15:53:15
385	4	Chronic and referred pains are alike in that both	last for a long time	result from a lack of oxygen	should be identified by a doctor	are felt some distance from their source			3	1	2002-11-06 08:36:50	1	2003-02-25 22:12:47
385	5	Pain can be useful as	a signal of the presence of disease	an aid in the diagnosis of disease	Both A and B	Neither A nor B			3	1	2002-11-06 08:36:50	1	2003-02-24 15:53:15
385	6	Chronic pain may result in	loss of sleep	loss of weight	fatigue	All of the above			4	1	2002-11-06 08:36:50	1	2003-02-24 15:53:15
385	7	Continuous pain may result in	irritability	nervous breakdown	Both A and B	Neither A nor B			3	1	2002-11-06 08:36:50	1	2003-02-24 15:53:15
385	8	The writer does not discuss pain that is	transitory	chronic	referred	psychosomatic			4	1	2002-11-06 08:36:50	1	2003-02-25 22:13:20
386	1	A festival of lights is held	only in India	occasionally in Southeast Asia	in almost every country	in a few countries			3	1	2002-11-06 08:36:50	1	2003-02-24 15:58:27
386	2	According to the story, the festival of lights celebrates the                               	triumph of good over evil      	lengthening of the days          	beginning of a new year              	Both A and C			4	1	2002-11-06 08:36:50	1	2003-02-24 15:58:27
386	3	The author says that Deevali is a festival of the	Hindus	Moslems	Confucians	Taoists			1	1	2002-11-06 08:36:50	1	2006-05-17 17:53:08
386	4	<i>Deevali</i> literally means	lights in homes	row of lights	Christmas lights	bright streets			2	1	2002-11-06 08:36:50	1	2006-05-17 17:53:16
386	5	According to the legend, Rama returned to his country ,after	the beginning of the new year	fourteen years of exile	his defeat by the forces of evil	All of the above			2	1	2002-11-06 08:36:50	1	2003-02-24 15:58:27
386	6	Narakasura's dying request was for a	decent burial	cremation	memorial stone	yearly celebration			4	1	2002-11-06 08:36:50	1	2003-02-24 15:58:27
386	7	As part of Deevali, the story does not mention the	giving of gifts	burning of incense	cooking of special food	preparation of traditional drawings			3	1	2002-11-06 08:36:50	1	2006-05-17 17:53:41
386	8	The festival of Deevali is a time of	rejoicing	religious observance	celebration of the past	All of the above			4	1	2002-11-06 08:36:50	1	2006-05-17 17:53:55
387	1	The writer implies that	sleep is important for good mental and physical health	a light sleep is as restful as a deep sleep	memory is improved during sleep	sleep is relatively unimportant for human beings			1	1	2002-11-06 08:36:50	1	2003-02-24 16:04:54
387	2	The writer thinks young students generally need 	more sleep than infants	more sleep than physical workers	less sleep than university students	less sleep than executives			2	1	2002-11-06 08:36:50	1	2003-02-24 16:04:54
387	3	From the amount of sleep Napoleon, Edison, and Darwin required, we can conclude	that they were famous	that they were executives	that they were intelligent	None of the above			4	1	2002-11-06 08:36:50	1	2003-02-24 16:04:54
387	4	The amount of sleep required may	vary greatly from one individual to another	depend on an individual's age	be related to an individual's occupation	All of the above			4	1	2002-11-06 08:36:50	1	2003-02-24 16:04:54
387	5	By the age of thirty, most people have slept for a total of more than	ten years	twelve years	fourteen years	sixteen years			2	1	2002-11-06 08:36:50	1	2003-02-24 16:04:54
387	6	If a person is not allowed lo follow his beforesleep routine, he will probably	not sleep well	never fall asleep	lose his memory	begin to daydream			1	1	2002-11-06 08:36:50	1	2003-02-24 16:04:54
387	7	From animal experiments, we can conclude that the end result of lack of sleep is probably	hallucinations	mental breakdown	susceptibility to illness	death			4	1	2002-11-06 08:36:50	1	2003-02-24 16:04:54
387	8	The longest time a human being can survive without sleep is probably	five days	seven days	ten days	twelve days			2	1	2002-11-06 08:36:50	1	2003-02-24 16:04:54
388	1	The story of Edwin Drood was	written after Dickens's other novels	written sometime before 1914	set near London	All of the above			4	1	2002-11-06 08:36:50	1	2003-02-24 16:12:41
